[2026-05-23T16:17:24.652Z] GET http://localhost:3099/_next/static/media/b7ea2ab4a8ad1f81-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:17:24.653Z] GET http://localhost:3099/_next/static/media/d7df244fe7b07b95-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:17:24.653Z] GET http://localhost:3099/_next/static/css/app/layout.css?v=1779553044583 → 200 (3ms, 42782B)
[2026-05-23T16:17:24.653Z] GET http://localhost:3099/_next/static/chunks/webpack.js?v=1779553044583 → 200 (20ms, 55826B)
[2026-05-23T16:17:24.653Z] GET http://localhost:3099/_next/static/chunks/main-app.js?v=1779553044583 → 200 (133ms, 6034948B)
[2026-05-23T16:17:24.654Z] GET http://localhost:3099/_next/static/chunks/app-pages-internals.js → 200 (20ms, 133143B)
[2026-05-23T16:17:24.654Z] GET http://localhost:3099/_next/static/chunks/app/layout.js → 200 (21ms, 272463B)
[2026-05-23T16:17:26.872Z] GET https://www.rishabjaink.com/ → 200 (123ms, 24297B)
[2026-05-23T16:17:27.002Z] GET https://www.rishabjaink.com/boat.svg?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (29ms, 1207B)
[2026-05-23T16:17:27.002Z] GET https://www.rishabjaink.com/_next/static/chunks/88e7c4d33d71ae1e.css?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (2ms, 76077B)
[2026-05-23T16:17:27.002Z] GET https://www.rishabjaink.com/_next/static/chunks/64df69c561e455b4.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (8ms, 2529B)
[2026-05-23T16:17:27.002Z] GET https://www.rishabjaink.com/_next/static/chunks/75e2f2ab60399c39.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (8ms, 30277B)
[2026-05-23T16:17:27.002Z] GET https://www.rishabjaink.com/_next/static/chunks/3e200bca904262de.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (11ms, 110916B)
[2026-05-23T16:17:27.002Z] GET https://www.rishabjaink.com/_next/static/chunks/249261e921aeebba.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (12ms, 223561B)
[2026-05-23T16:17:27.002Z] GET https://www.rishabjaink.com/_next/static/chunks/5cedbe3d28acc407.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (10ms, 32858B)
[2026-05-23T16:17:27.002Z] GET https://www.rishabjaink.com/_next/static/chunks/turbopack-0158577edfd8c758.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (11ms, 10725B)
[2026-05-23T16:17:27.003Z] GET https://www.rishabjaink.com/_next/static/chunks/42ce5b45b5e320f6.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (9ms, 48006B)
[2026-05-23T16:17:27.003Z] GET https://www.rishabjaink.com/_next/static/chunks/ff1a16fafef87110.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (10ms, 282B)
[2026-05-23T16:17:27.003Z] GET https://www.rishabjaink.com/_next/static/chunks/7340adf74ff47ec0.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (10ms, 30717B)
[2026-05-23T16:17:27.003Z] GET https://www.rishabjaink.com/_next/static/chunks/384691096e6ecf6a.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (10ms, 2127B)
[2026-05-23T16:17:27.003Z] GET https://www.rishabjaink.com/_next/static/chunks/b18069554bf07222.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (28ms, 126326B)
[2026-05-23T16:17:27.003Z] GET https://www.googletagmanager.com/gtag/js?id=G-WP70LCX0QW → 200 (35ms, 474911B)
[2026-05-23T16:17:27.007Z] GET https://fonts.googleapis.com/css2?family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 7563B)
[2026-05-23T16:17:27.012Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (17ms, 31340B)
[2026-05-23T16:17:27.069Z] GET https://www.rishabjaink.com/api/subscribers/count → pending (?ms, ?B)
[2026-05-23T16:17:27.070Z] POST https://www.rishabjaink.com/api/views → pending (?ms, ?B)
[2026-05-23T16:17:27.070Z] GET https://www.rishabjaink.com/contact?_rsc=1r34m → 200 (37ms, 512B)
[2026-05-23T16:17:27.070Z] GET https://www.rishabjaink.com/stuff?_rsc=1r34m → pending (?ms, ?B)
[2026-05-23T16:17:27.070Z] GET https://www.rishabjaink.com/projects?_rsc=1r34m → 200 (37ms, 514B)
[2026-05-23T16:17:27.070Z] GET https://www.rishabjaink.com/investing?_rsc=1r34m → 200 (37ms, 516B)
[2026-05-23T16:17:27.107Z] GET https://www.rishabjaink.com/essays?_rsc=1r34m → pending (?ms, ?B)
[2026-05-23T16:17:27.107Z] GET https://www.rishabjaink.com/?_rsc=1r34m → pending (?ms, ?B)
[2026-05-23T16:17:27.108Z] GET https://www.rishabjaink.com/contact?_rsc=1pn8p → pending (?ms, ?B)
[2026-05-23T16:17:27.108Z] GET https://www.rishabjaink.com/contact?_rsc=nn07o → pending (?ms, ?B)
[2026-05-23T16:17:27.136Z] GET https://www.rishabjaink.com/contact?_rsc=1399r → 200 (99ms, 580B)
[2026-05-23T16:17:27.224Z] GET https://www.rishabjaink.com/contact?_rsc=ufrug → 200 (21ms, 1125B)
[2026-05-23T16:17:27.224Z] GET https://www.rishabjaink.com/stuff?_rsc=1pn8p → 200 (28ms, 2361B)
[2026-05-23T16:17:27.226Z] GET https://www.rishabjaink.com/stuff?_rsc=1rxo6 → 200 (24ms, 580B)
[2026-05-23T16:17:27.236Z] GET https://www.rishabjaink.com/stuff?_rsc=teqmk → 200 (28ms, 15305B)
[2026-05-23T16:17:27.245Z] GET https://www.rishabjaink.com/_next/static/chunks/49e141d753646ba1.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (?ms, 4341B)
[2026-05-23T16:17:27.245Z] GET https://www.rishabjaink.com/projects?_rsc=1pn8p → 200 (20ms, 2376B)
[2026-05-23T16:17:27.251Z] GET https://www.rishabjaink.com/projects?_rsc=wxxc5 → 200 (22ms, 580B)
[2026-05-23T16:17:27.252Z] GET https://www.rishabjaink.com/projects?_rsc=13bkz → 200 (31ms, 1125B)
[2026-05-23T16:17:27.264Z] GET https://www.rishabjaink.com/investing?_rsc=1pn8p → 200 (19ms, 2353B)
[2026-05-23T16:17:27.265Z] GET https://www.rishabjaink.com/investing?_rsc=1aucr → 200 (25ms, 580B)
[2026-05-23T16:17:27.273Z] GET https://www.rishabjaink.com/investing?_rsc=z52pt → 200 (22ms, 4882B)
[2026-05-23T16:17:27.283Z] GET https://www.rishabjaink.com/_next/static/chunks/78d9266f20dc08c8.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (1ms, 11495B)
[2026-05-23T16:17:27.284Z] GET https://www.rishabjaink.com/essays?_rsc=1pn8p → 200 (19ms, 2382B)
[2026-05-23T16:17:27.284Z] GET https://www.rishabjaink.com/essays?_rsc=1pv2f → 200 (23ms, 580B)
[2026-05-23T16:17:27.290Z] GET https://www.rishabjaink.com/essays?_rsc=xubmw → 200 (25ms, 125116B)
[2026-05-23T16:17:27.295Z] GET https://www.rishabjaink.com/?_rsc=1pn8p → 200 (35ms, 2376B)
[2026-05-23T16:17:27.303Z] GET https://www.rishabjaink.com/?_rsc=ivliq → 200 (31ms, 6760B)
[2026-05-23T16:17:27.315Z] GET https://www.rishabjaink.com/_next/static/chunks/928c8ea497a6de03.js?dpl=dpl_8vfWkAdkJEqcTCiH9unLCFRYkj6B → 200 (?ms, 5506B)
[2026-05-23T16:17:32.108Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-WP70LCX0QW&gtm=45je65l0h2v9244225937za200zd9244225937&_p=1779553047066&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=1108866921.1779552396&frm=0&pscdl=noapi&rcb=11&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.3.1&uaw=0&ul=en-us&_s=1&tag_exp=0~115938465~115938469~118228215~118689382&sid=1779552396&sct=1&seg=1&dl=https%3A%2F%2Fwww.rishabjaink.com%2F&dt=Rishab%20Jain&en=page_view&_ee=1&tfd=5234 → pending (?ms, ?B)
[2026-05-23T16:23:25.210Z] GET http://localhost:3099/ → pending (?ms, ?B)
[2026-05-23T16:23:26.532Z] GET http://localhost:3099/_next/static/media/0e96d314a90a6138-s.p.woff2 → 200 (6ms, 8688B)
[2026-05-23T16:23:26.534Z] GET http://localhost:3099/_next/static/media/23081e227a96aa1a-s.p.woff2 → 200 (4ms, 41244B)
[2026-05-23T16:23:26.535Z] GET http://localhost:3099/_next/static/media/b7ea2ab4a8ad1f81-s.p.woff2 → 200 (3ms, 8724B)
[2026-05-23T16:23:26.535Z] GET http://localhost:3099/_next/static/media/d7df244fe7b07b95-s.p.woff2 → 200 (4ms, 8632B)
